"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","319.","7415","Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of copper","9%","9%","9%","18%","","false","9%","","","","319. | 7415 | Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of copper | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","320.","7418","All goods (other than table, kitchen or other household articles of copper; Utensils)","9%","9%","9%","18%","","false","9%","","","","320. | 7418 | All goods (other than table, kitchen or other household articles of copper; Utensils) | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","321.","7419","Other articles of copper (other than Brass Kerosene Pressure Stove)","9%","9%","9%","18%","","false","9%","","","","321. | 7419 | Other articles of copper (other than Brass Kerosene Pressure Stove) | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","322.","7501","Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy","9%","9%","9%","18%","","false","9%","","","","322. | 7501 | Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","323.","7502","Unwrought nickel","9%","9%","9%","18%","","false","9%","","","","323. | 7502 | Unwrought nickel | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","324.","7503","Nickel waste and scrap","9%","9%","9%","18%","","false","9%","","","","324. | 7503 | Nickel waste and scrap | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","325.","7504","Nickel powders and flakes","9%","9%","9%","18%","","false","9%","","","","325. | 7504 | Nickel powders and flakes | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","326.","7505","Nickel bars, rods, profiles and wire","9%","9%","9%","18%","","false","9%","","","","326. | 7505 | Nickel bars, rods, profiles and wire | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","327.","7506","Nickel plates, sheets, strip and foil","9%","9%","9%","18%","","false","9%","","","","327. | 7506 | Nickel plates, sheets, strip and foil | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","328.","7507","Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)","9%","9%","9%","18%","","false","9%","","","","328. | 7507 | Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves) | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","329.","7508","Other articles of nickel","9%","9%","9%","18%","","false","9%","","","","329. | 7508 | Other articles of nickel | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","330.","7601","Unwrought Aluminium","9%","9%","9%","18%","","false","9%","","","","330. | 7601 | Unwrought Aluminium | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","331.","7602","Aluminium waste and scrap","9%","9%","9%","18%","","false","9%","","","","331. | 7602 | Aluminium waste and scrap | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","332.","7603","Aluminium powders and flakes","9%","9%","9%","18%","","false","9%","","","","332. | 7603 | Aluminium powders and flakes | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","333.","7604","Aluminium bars, rods and profiles","9%","9%","9%","18%","","false","9%","","","","333. | 7604 | Aluminium bars, rods and profiles | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","334.","7605","Aluminium wire","9%","9%","9%","18%","","false","9%","","","","334. | 7605 | Aluminium wire | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","335.","7606","Aluminium plates, sheets and strip, of a thickness exceeding 0.2 mm","9%","9%","9%","18%","","false","9%","","","","335. | 7606 | Aluminium plates, sheets and strip, of a thickness exceeding 0.2 mm | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","336.","7607","Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm","9%","9%","9%","18%","","false","9%","","","","336. | 7607 | Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","337.","7608","Aluminium tubes and pipes","9%","9%","9%","18%","","false","9%","","","","337. | 7608 | Aluminium tubes and pipes | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","338.","7609","Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves)","9%","9%","9%","18%","","false","9%","","","","338. | 7609 | Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves) | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","339.","7610","Aluminium structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, balustrades, pillars and columns); aluminium plates, rods, profiles, tubes and the like, prepared for use in structures","9%","9%","9%","18%","","false","9%","","","","339. | 7610 | Aluminium structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, balustrades, pillars and columns); aluminium plates, rods, profiles, tubes and the like, prepared for use in structures | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","340.","7611","Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment","9%","9%","9%","18%","","false","9%","","","","340. | 7611 | Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","341.","7612","Aluminium casks, drums, cans, boxes, etc., other than Milk cans made of Aluminium","9%","9%","9%","18%","","false","9%","","","","341. | 7612 | Aluminium casks, drums, cans, boxes, etc., other than Milk cans made of Aluminium | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","342.","7613","Aluminium containers for compressed or liquefied gas","9%","9%","9%","18%","","false","9%","","","","342. | 7613 | Aluminium containers for compressed or liquefied gas | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","343.","7614","Stranded wires, cables, plaited bands and the like, of aluminium, not electrically insulated","9%","9%","9%","18%","","false","9%","","","","343. | 7614 | Stranded wires, cables, plaited bands and the like, of aluminium, not electrically insulated | 9%"
"GST rates2025.pdf","48","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","344.","7615","All goods (other than table, kitchen or other household articles, of aluminium; Utensils, Milk cans made of Aluminium)","9%","9%","9%","18%","","false","9%","","","","344. | 7615 | All goods (other than table, kitchen or other household articles, of aluminium; Utensils, Milk cans made of Aluminium) | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","345.","7616","Other articles of aluminium","9%","9%","9%","18%","","false","9%","","","","345. | 7616 | Other articles of aluminium | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","346.","7801","Unwrought lead","9%","9%","9%","18%","","false","9%","","","","346. | 7801 | Unwrought lead | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","347.","7802","Lead waste and scrap","9%","9%","9%","18%","","false","9%","","","","347. | 7802 | Lead waste and scrap | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","348.","7804","Lead plates, sheets, strip and foil; lead powders and flakes","9%","9%","9%","18%","","false","9%","","","","348. | 7804 | Lead plates, sheets, strip and foil; lead powders and flakes | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","349.","7806","Other articles of lead (including sanitary fixtures and Indian lead seals)","9%","9%","9%","18%","","false","9%","","","","349. | 7806 | Other articles of lead (including sanitary fixtures and Indian lead seals) | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","350.","7901","Unwrought zinc","9%","9%","9%","18%","","false","9%","","","","350. | 7901 | Unwrought zinc | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","351.","7902","Zinc waste and scrap","9%","9%","9%","18%","","false","9%","","","","351. | 7902 | Zinc waste and scrap | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","352.","7903","Zinc dust, powders and flakes","9%","9%","9%","18%","","false","9%","","","","352. | 7903 | Zinc dust, powders and flakes | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","353.","7904","Zinc bars, rods, profiles and wire","9%","9%","9%","18%","","false","9%","","","","353. | 7904 | Zinc bars, rods, profiles and wire | 9%"
"GST rates2025.pdf","49","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule II – 9%","354.","7905","Zinc plates, sheets, strip and foil","9%","9%","9%","18%","","false","9%","","","","354. | 7905 | Zinc plates, sheets, strip and foil | 9%"
